Continent,Region/Plate,Archaeological Grouping,Country,State (or the like),Serial,Group Serial,Source General,Source Common Name,Obsidian Age,Secondary Age,Ages Average,Formation Type,Boundary Activity,Boundary Type,Crust Type,Normative Occurrence,Latitude,Longitude,Loc. Notes,Conservative Grouping,Hypothetical Grouping,Tool Quality,Type,Geology,Ethnominerology,Other Names,Bibliographies,Known?,Catalogued?,,Total No. Known,Total No. Catalogued,Total %,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Puebla,MEX113,G-MEX074,Paredón,Paredón A,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.879,-98.198,,,Eastern TMVB,,Obsidian,"""Paredón obsidian is transparent, black to grey, and may exhibit a slight beige tint. It can have 'Interior globular inclusions (0.5-1.0 mm) appearing as round-to-oblong black spheres with sharply defined edges. Smaller stipple-like particulates are common quartz-like inclusions when at the surface' (Doering 2002).""","""Paredón obsidian has been exploited by Pre-Columbian groups from the Early Formative to the Late Post-Classic periods. The source can be found to the southwest of the Metzitilan Valley, and most cobbles are found in secondary fluvial deposits (Berning 2016).""","""Literature suggests an alternate name for this source includes Tecocomulco (Pastrana and Carbollo 2017).""","""Millhauser, John K., Enrique Rodríguez-Alegría, and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan, Mexico. Journal of Archaeological Science 38: 3141-3152. ; Millhauser, John K., Lane F. Fargher, Verenice Y. Heredia Espinoza, and Richard E. Blanton. 2015. The Geopolitics of Obsidian Supply in Postclassic Tlaxcallan: A Portable X-Ray Fluorescence Study. Journal of Archaeological Science 58:133-146.""",1,1,,,,,,,,,,,,,,,,,
North America,Trans-Mexican Volcanic Belt,Mesoamerica,Mexico,Puebla,MEX114,G-MEX074,Paredón,Paredón B,,14.5-5,9.75,,Active,Convergent,Continental,Active Continental Margin,19.879,-98.198,,,Eastern TMVB,,Obsidian,"""Paredón obsidian is transparent, black to grey, and may exhibit a slight beige tint. It can have 'Interior globular inclusions (0.5-1.0 mm) appearing as round-to-oblong black spheres with sharply defined edges. Smaller stipple-like particulates are common quartz-like inclusions when at the surface' (Doering 2002).""","""Paredón obsidian has been exploited by Pre-Columbian groups from the Early Formative to the Late Post-Classic periods. The source can be found to the southwest of the Metzitilan Valley, and most cobbles are found in secondary fluvial deposits (Berning 2016).""","""Literature suggests an alternate name for this source includes Tecocomulco (Pastrana and Carbollo 2017).""","""Millhauser, John K., Enrique Rodríguez-Alegría, and Michael D. Glascock. 2011. Testing the Accuracy of Portable X-Ray Fluorescence to Study Aztec and Colonial Obsidian Supply at Xaltocan, Mexico. Journal of Archaeological Science 38: 3141-3152. ; Millhauser, John K., Lane F. Fargher, Verenice Y. Heredia Espinoza, and Richard E. Blanton. 2015. The Geopolitics of Obsidian Supply in Postclassic Tlaxcallan: A Portable X-Ray Fluorescence Study. Journal of Archaeological Science 58:133-146.""",1,1,,,,,,,,,,,,,,,,,
North America,Mesoamerica,Mesoamerica,Nicaragua,Chontales,NIC001,G-NIC001,Lake Nicaragua,Lake Nicaragua,,0,0,Stratovolcano,Active,Convergent,Continental,Active Continental Margin,12.005,-85.49,,,Central Highlands,,Obsidian,"""The northeast shores of Lake Nicaragua contain obsidian pebbles and nodules, and are believed to compose a unique source (Sheets et al. 1990).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Sheets, Payson, Kenneth Hirth, Fred Lange, Fred Stross, Frank Asaro, and Helen Michel. 1990. Obsidian Sources and Elemental Analyses of Artifacts in Southern Mesoamerica and the Northern Intermediate Area. American  Antiquity 55(1):144-158. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC. ; Aggen, Kerry L. 2007. Provenance Sourcing of Obsidian Artifacts from Managua, Nicaragua, Using Trace Element Geochemistry, Colorado School of Mines.""",1,1,,,,,,,,,,,,,,,,,
North America,Mesoamerica,Mesoamerica,Nicaragua,Leon,NIC002,G-NIC002,Luisitio,Luisitio,,0,0,Stratovolcano,Active,Convergent,Continental,Active Continental Margin,12.445,-86.528,,,Central Highlands,,Obsidian,"""Obsidian from Luisitio is known from several small obsidian nodules in a streambed, near its town namesake. This source is not known from any archaeological contexts (Aggen 2007).""",,,"""Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC. ; Aggen, Kerry L. 2007. Provenance Sourcing of Obsidian Artifacts from Managua, Nicaragua, Using Trace Element Geochemistry, Colorado School of Mines.""",1,1,,,,,,,,,,,,,,,,,
North America,Beringia,Beringia,USA,Alaska,UAK001,G-UAK001,Akutan,Akutan,,2,2,Stratovolcano,Active,Convergent Arc,Continental,Active Continental Margin,54.173,-165.992,,Aleutian Arc,,,Obsidian,,,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; George, Rhiannon, Simon Turner, Chris Hawkesworth, Charles R. Bacon, Chris Nye, Pete Sterling, and Scott Dreher. 2004. Chemical Versus Temporal Controls on the Evolution of Tholeiitic and Calc-Alkaline Magmas at Two Volcanoes in the Alaskan-Aleutian Arc. JOurnal of Petrology 45(1):203-219.""",1,1,,,,,,,,,,,,,,,,,
North America,Beringia,Beringia,USA,Alaska,UAK002,G-UAK002,Batza Tena,Batza Tena,,,,,Inactive,Convergent,Continental,Active Continental Margin,66.05,-154.131,,,,,Obsidian,"""Batza Tena obsidian can be found in the debris of a rhyolitic lava flow between the Indian and Little Indian rivers in the Koyukuk Valley (Macdonald et al. 1992).""",,"""Literature suggests alternate names for this source include Batzatinga, Indian River, Little Indian River, Koyukuk Valley, Norwikakat River, and Norwikalat River (IAOS World Source Catalog, Macdonald et al. 1992).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Cook, John P. 1995. Characterization and Distribution of Obsidian in Alaska. Artic Anthropology 32(1):92-100. ; Wheeler, M. E., and D. W. Clark. 1977. Elemental Characterization of Obsidian from the Koyukuk River, Alaska, by Atomic Absorption Spectrophotometry. Archaeometry 19(1):15-31. ; Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,USA,Alaska,UAK003,G-UAK003,Obsidian Cove,Obsidian Cove,65.5-2.6,20-0,10,Field,Active,Convergent,Continental,Active Continental Margin,55.282,-133.332,,,Northern Cordillera Volcanic Province,,Obsidian,,,"""Literature suggests an alternate name for this source includes Sumez Island (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Reimer, Rudy. 2015. Reassessing the Role of Mount Ediza Obsidian in Northwestern North America. Journal of Archaeological Science: Reports 2:418-426. ; Godfrey-Smith, Dorothy I., and J. M. D'auria. 1987. A Consideration of Semi-Quantitative X-Ray Flourescence Analysis Used in Obsidian Source Characterisation. Archaeological Survey of Alberta:233-239. ; Madsen, J. K., D. J. Thorkelson, R. M. Friedman, and D. D. Marshall. 2006. Cenozoic to Recent Plate Configurations in the Pacific Basin: Ridge Subduction and Slab Window Magmatism in Western North America. Geosphere 2(1):11-34. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",1,1,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,USA,Alaska,UAK004,G-UAK004,Wiki Peak,Wiki Peak,,26-0,13,Stratovolcano,Active,Convergent,Continental,Active Continental Margin,61.937,-141.214,,Wrangell Volcanic Belt,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Nutzotin Mountains (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Reimer, Rudy. 2015. Reassessing the Role of Mount Ediza Obsidian in Northwestern North America. Journal of Archaeological Science: Reports 2:418-426. ; Madsen, J. K., D. J. Thorkelson, R. M. Friedman, and D. D. Marshall. 2006. Cenozoic to Recent Plate Configurations in the Pacific Basin: Ridge Subduction and Slab Window Magmatism in Western North America. Geosphere 2(1):11-34. ; Global Volcanism Program, 2013. 2013. Volcanoes of the World v. 4.6.2, http://dx.doi.org/10.5479/si.GVP.VOTW4-2013, Smithsonian Institution, Washington DC.""",1,1,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,USA,Alaska,UAK005,G-UAK005,Novarupta,Novarupta,,,,Lava Dome,Active,Convergent,Continental,Active Continental Margin,58.2825,-155.16138,,Aleutian Arc,,,Obsidian,"""Novarupta glass can be found in a lava dome in the Valley of Ten Thousand Smokes, Alaska (Macdonald et al. 1992).""",,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Beringia,Beringia,USA,Alaska,UAK006,G-UAK006,Umnak,NE Umnak,,,,Lava Dome,Active,Convergent,Continental,Active Continental Margin,53.48472222,-168.1675,,Aleutian Arc,,,Obsidian,"""Obsidian from northeast Umnak Island is slightly hydrated microvesicular glass from a lava dome (Macdonald et al. 1992).""",,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Beringia,Beringia,USA,Alaska,UAK007,G-UAK006,Umnak,SW Umnak,,,,Lava Dome,Active,Convergent,Continental,Active Continental Margin,53.1705555,-168.4,,Aleutian Arc,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Recheshnoi (Macdonald et al. 1992).""","""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Beringia,Beringia,USA,Alaska,UAK008,G-UAK008,Okmok Caldera,Okmok Caldera,,,,Caldera,Active,Convergent,Continental,Active Continental Margin,53.48388,-168.155,,Aleutian Arc,,,Obsidian,"""Okmok obsidian is from an 'agglutinate lava, (on the) northwest slope of Somma I of Okmok caldera, northwest Umnak Island' (Macdonald et al. 1992).""",,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,USA,Alaska,UAK009,G-UAK009,Wrangell Mountains,Ptarnigan Lake,,,,Lava Flow,Active,Convergent,Continental,Active Continental Margin,61.85,-141.183333,,Wrangell Volcanic Belt,,,Obsidian,"""Ptarnigan Lake obsidian comes from a lava flow on the northeast side of the lake, in the form of an Apache Tear (Macdonald et al. 1992).""",,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Cascadia,Cascadia,USA,Alaska,UAK010,G-UAK009,Wrangell Mountains,Capitol Mountain,,,,Lava Flow,Active,Convergent,Continental,Active Continental Margin,62.40027778,-144.040555,,Wrangell Volcanic Belt,,,Obsidian,"""Capitol Mountain obsidian is porphyritic, and from a strongly annealed section on the southeast lava flow (Macdonald et al. 1992).""",,,"""Macdonald, R., R. L. Smith, and J. E. Thomas. 1992. Chemisty of Subalkalic Silicic Obsidians. U. S. Geological Survey Professional Papers 1523.""",1,1,,,,,,,,,,,,,,,,,
North America,Beringia,Beringia,USA,Alaska,UAK011,G-UAK011,Aniakchak,Aniakchak,,,,Caldera,Active,Convergent,Continental,Active Continental Margin,56.894,-158.2,,Aleutian Arc,,,Obsidian,,,,"""Knappen, Russell S. 1926. Geology and Mineral Resources of the Aniakchak District. Copies available from Mineral Resources of Alaska, USGS. ; Kaufman, Darrell S., Britta J. L. Jensen, Alberto V. Reyes, Caleb J. Schiff, Duane G. Froese, and Nicholas J. G. Pearce. 2012. Late Quaternary Tephrostratigraphy, Ahklun Mountains, SW Alaska. Journal of Quaternary Science 272(4):344-359.""",1,1,,,,,,,,,,,,,,,,,
North America,Colorado Plateau Transition Zone,Colorado Plateau Transition Zone,USA,Arizona,UAZ001,G-UAZ001,Black Tank,Black Tank,,12.1,12.1,Volcanic Field,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,34.905,-111.962,,,,,Obsidian,"""Black Tank obsidian is located north of Round Mountain (within the Mount Floyd Volcanic Field) in Arizona. Nodules are small (less than five cm), range from black to mahogany, and are not abundant in the area - representing a relatively small obsidian source (Shackley 1995).""",,"""Literature suggests an alternate name for this source includes Rose Well (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Rees, Margret N. 2008. Archaological Inventory, Site Assesment, and Data Management, Lake Mead National Recreation Area (LAME) and Parashant National Monument (PARA), Annual Report for 2008. Copies available from University of Nevada. ; Shackley, Steven M. 1995. Sources of Archaeological Obsidian in the Greater American Southwest: An Update and Quantitative Analysis. American Antiquity 60(3):531-551. ; Condit, Christopher D., L. S. Crumpler, Jayne C. Aubele, and Wolfgang E. Elston. 1989. Patterns of Volcanism Along the Southern Margin of the Colorado Plateau: The Springerville Field. Journal of Geophysical Research 94(B6):7975-7986. ; Peirce, H. W., P. E. Damon, and M. Shafiqullah. 1979. An Oligocene (?) Colorado Plateau Edge in Arizona. Technophysics 61:1-24.""",1,1,,,,,,,,,,,,,,,,,
North America,Colorado Plateau Transition Zone,Colorado Plateau Transition Zone,USA,Arizona,UAZ002,G-UAZ002,Bull Creek,Bull Creek,,35,35,,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,33.994,-109.888,,,,,Obsidian,,,"""Literature suggests an alternate name for this source includes Arizona Unknown B (IAOS World Source Catalog).""","""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Shackley, Steven M. n. d. Bull Creek (Formerly AZ Unknown B), Yavapi County, Western Arizona, USA. 2017. ; Condit, Christopher D., L. S. Crumpler, Jayne C. Aubele, and Wolfgang E. Elston. 1989. Patterns of Volcanism Along the Southern Margin of the Colorado Plateau: The Springerville Field. Journal of Geophysical Research 94(B6):7975-7986. ; Shackley, Steven M. 2005. Obsidian: Geology and Archaeology in the North American Southwest. Arizona Board of Regents.""",1,1,,,,,,,,,,,,,,,,,
North America,Great Basin,Great Basin,USA,Arizona,UAZ003,G-UAZ003,Burro Creek,Burro Creek,,5.2,5.2,,Active,Convergent,Continental,Active Continental Margin,34.642,-113.351,,,,High,Obsidian,"""Burro Creek glass is black to opaque brown, and of high tool quality (Shackley 2005).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Shackley, Steven M. n. d. Burro Creek. 2017. ; Shackley, Steven M. 1995. Sources of Archaeological Obsidian in the Greater American Southwest: An Update and Quantitative Analysis. American Antiquity 60(3):531-551. ; Shackley, Steven M. 2005. Obsidian: Geology and Archaeology in the North American Southwest. Arizona Board of Regents.""",1,1,,,,,,,,,,,,,,,,,
North America,Colorado Plateau Transition Zone,Colorado Plateau Transition Zone,USA,Arizona,UAZ004,G-UAZ004,Cow Canyon,Cow Canyon,65.5-2.6,,34.05,,Active,Convergent,Continental,Extensional Zone in Cratonic Continental Interior,33.271,-109.28,,,,,Obsidian,"""The Cow Canyon source is eroding east into the Eagle and Blue River, south into the San Francisco River, and west into the Gila River (Shackley 1995). Samples are commonly brown-green, and may exhibit light banding (Shackley 2005).""",,,"""IAOS. n. d. International Association for Obsidian Studies: World Obsidian Source Catalog. IAOS World Obsidian Source Catalog, Northwest Research and the Archaeometry Laboratory at MURR. ; Shackley, Steven M. 1995. Sources of Archaeological Obsidian in the Greater American Southwest: An Update and Quantitative Analysis. American Antiquity 60(3):531-551. ; Shackley, Steven M. 2007. Source Provenance of Obsidian Artifacts from the Yuma Wash Site - AZ AA:12:311 (ASM), and AZ AA:12:312. Copies available from Archaeological Research Facility, University of California. ; Condit, Christopher D., L. S. Crumpler, Jayne C. Aubele, and Wolfgang E. Elston. 1989. Patterns of Volcanism Along the Southern Margin of the Colorado Plateau: The Springerville Field. Journal of Geophysical Research 94(B6):7975-7986. ; Shackley, Steven M. 2005. Obsidian: Geology and Archaeology in the North American Southwest. Arizona Board of Regents.""",1,1,,,,,,,,,,,,,,,,,
