,,,,,,,Na,,Na%,,Na2O,,Na2O%,,Mg,,Mg%,,MgO,,MgO%,,Cl,,K,,K%,,K2O,,K2O%,,Sc,,Ti,,Ti%,,TiO2,,TiO2%,,Mn,,Mn%,,MnO,,MnO%,,Fe,,Fe%,,FeO%,,Fe2O3,,Fe2O3%,,Co,,Zn,,Ga,,Rb,,Sr,,Y,,Zr,,Nb,,Sb,,Cs,,Ba,,La,,Ce,,Nd,,Tb,,Dy,,Sm,,Eu,,Yb,,Lu,,Hf,,Ta,,Pb,,Th,,U,
Moore 2013,NZL001,Awana,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,193,,34,,52,,177,,13,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,
Moore 2013,NZL001,Awana,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,16,,177,,39,,52,,194,,12,,,,,,618,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,
Moore 2013,NZL001,Awana,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,17,,179,,37,,52,,194,,11,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,
Moore 2013,NZL001,Awana,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,188,,35,,51,,201,,13,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,
Moore 2013,NZL001,Awana,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,17,,182,,33,,51,,168,,11,,,,,,642,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,
Moore 2013,NZL001,Awana,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,201,,17,,48,,122,,11,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,
Reeves and Ward 1976,NZL001,Awana,Source Samples,,EDXRF,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,81,,,,,,,276,45,,,,,,,,,,,,,,,,,,,,,,,303,26,36,5,,,166,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leach 1996,NZL002,Burgess Island,Source Sample,,INAA,2,13000,1000,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,7.7,1.5,,,,,,,,,,,,,,,,,17000,3000,1.7,0.3,,,,,,,0.8,0.1,,,,,266.7,85,,,,,336.1,5.4,,,0.4,,12.4,2.7,1900,322,46.7,6.3,80.2,1,38.1,,,,,,12.1,1.2,1.1,0.1,12.2,1,0.8,0.1,11.5,0.4,1.2,0.2,,,14.2,1.3,3.3,0.7
Leach 1996,NZL003,Canterbury Peninsula,Source Sample,,INAA,4,31000,8000,3.1,0.8,,,,,,,,,,,,,,,,,,,,,,,7.1,0.9,,,,,,,,,,,,,,,,,13000,11000,1.3,1.1,,,,,,,15.2,2,,,,,98.8,22.1,,,,,713.7,137.2,,,0.1,0.1,0.7,0.3,790,140,136.6,42.6,155.4,,120.1,26.9,,,,,20.5,3.5,6,0.1,14,0.7,,0.1,1.4,0.5,11.3,0.1,,,15,1.7,,
Leach 1996,NZL005,Cooks Bay,Source Sample,,INAA,12,31000,4000,3.1,0.4,,,,,,,,,,,,,,,,,,,,,,,5.4,0.7,,,,,,,,,,,,,,,,,10000,1000,1,0.1,,,,,,,0.6,0.1,,,,,123.3,21.1,,,,,105.7,24.3,,,0,,4.1,0.5,731,125,29.4,3.9,49,2.3,24.7,3.3,,,,,4.9,0.8,0.8,0.1,6.2,1.5,0.4,0.1,3.6,0.6,0.8,0.2,,,12.6,3.1,2.9,0.5
Moore 1983,NZL005,Cooks Beach,Source Sample,,EDXRF,1,32400,,3.24,,,,,,,,,,,,,,,,29800,,2.98,,,,,,,,740,,,,,,,,400,,,,,,,,10600,,1.06,,,,,,,,,,40,,,,128,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,27200,,2.72,,,,,,,,890,,,,,,,,,,,,,,,,10600,,1.06,,,,,,,,,,55,,15,,177,,37,,79,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,24000,,2.4,,,,,,,,832,,,,,,,,,,,,,,,,10600,,1.06,,,,,,,,,,54,,14,,159,,54,,64,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL005,Cooks Beach,Source Sample,,EDXRF,1,32800,,3.28,,,,,,,,,,,,,,,,30100,,3.01,,,,,,,,730,,,,,,,,420,,,,,,,,10600,,1.06,,,,,,,,,,39,,,,128,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,21000,,2.1,,,,,,,,775,,,,,,,,,,,,,,,,10600,,1.06,,,,,,,,,,54,,14,,143,,71,,49,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL005,Cooks Beach,Source Sample,,EDXRF,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,3.4,,,131.2,1.64,70,1.26,37.2,0.84,140.7,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,1.1,,,,
Moore 2013,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,12,,122,,71,,31,,133,,10,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Moore 2013,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,11,,121,,70,,31,,133,,10,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
Moore 2013,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,10,,122,,69,,32,,132,,11,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
Moore 2013,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,11,,123,,70,,32,,131,,10,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
Moore 2013,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,11,,121,,70,,33,,130,,10,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
Moore 2013,NZL005,Cooks Beach,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,130,,72,,33,,144,,10,,,,,,751,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
Reeves and Ward 1976,NZL005,Cook's Beach,Source Samples,,EDXRF,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,16,,,,,,,473,32,,,,,,,,,,,,,,,,,,,,,,,1176,21,77,9,,,133,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leach 1996,NZL006,Fanal Island,Source Sample,,INAA,4,29000,1000,2.9,0.1,,,,,,,,,,,,,,,,,,,,,,,3.4,0.1,,,,,,,,,,,,,,,,,10000,1000,1,0.1,,,,,,,2.2,0.2,,,,,205.2,5.5,,,,,118.5,21.5,,,0.6,0.1,13.8,0.7,378,25,29.1,0.7,49.1,6.8,20,2.9,,,,,0,,0.4,0.1,7.8,1.4,0.5,,4.4,1.3,1.1,0.3,,,19.7,1.6,1.1,0.7
Moore 2013,NZL006,Fanal Island,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,15,,201,,51,,32,,153,,9,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,
Moore 2013,NZL006,Fanal Island,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,15,,199,,51,,33,,155,,9,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Moore 2013,NZL006,Fanal Island,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,14,,197,,52,,34,,150,,9,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
Reeves and Ward 1976,NZL006,Fanal Island,Source Samples,,EDXRF,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,60,,,,,,,170,37,,,,,,,,,,,,,,,,,,,,,,,320,9,59,3,,,212,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 2013,NZL007,Flaxmill,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,11,,137,,88,,34,,129,,9,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Moore 2013,NZL007,Flaxmill,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,12,,136,,88,,34,,128,,9,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Moore 2013,NZL007,Flaxmill,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,11,,125,,105,,30,,148,,10,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Leach 1996,NZL009,Hahei and Poikeke Island,Source Sample,,INAA,10,31000,2000,3.1,0.2,,,,,,,,,,,,,,,,,,,,,,,4.5,0.3,,,,,,,,,,,,,,,,,12000,1000,1.2,0.1,,,,,,,0.6,0.1,,,,,141.9,9.2,,,,,1606,31.1,,,2,0.1,62,0.5,936,191,33.2,2,57.7,5.8,28.4,3,,,,,6.3,0.7,0.9,0.1,7.9,0.1,0.5,0.1,4.2,0.2,0.8,0.1,,,13.9,0.4,2.4,0.4
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,30800,,3.08,,,,,,,,,,,,,,,,32000,,3.2,,,,,,,,640,,,,,,,,410,,,,,,,,12100,,1.21,,,,,,,,,,47,,,,143,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,27100,,2.71,,,,,,,,691,,,,,,,,,,,,,,,,12100,,1.21,,,,,,,,,,62,,16,,151,,97,,55,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,25600,,2.56,,,,,,,,574,,,,,,,,,,,,,,,,12100,,1.21,,,,,,,,,,57,,15,,151,,96,,55,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,149,,98.2,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,27000,,2.7,,,,,,,,694,,,,,,,,,,,,,,,,12100,,1.21,,,,,,,,,,59,,15,,149,,91,,51,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,,,,,,146,,96,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,26200,,2.62,,,,,,,,779,,,,,,,,,,,,,,,,12100,,1.21,,,,,,,,,,63,,10,,142,,98,,53,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,,,,,,,,,,,,,,,,,,,,,,,,143,,95,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 1983,NZL009,Hahei,Source Sample,,EDXRF,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,4.8,,,,,91.5,1.9,,,149.3,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore 2013,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,12,,136,,91,,34,,146,,9,,,,,,692,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,
Moore 2013,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,12,,132,,93,,34,,149,,9,,,,,,655,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
Moore 2013,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,12,,133,,91,,34,,145,,9,,,,,,695,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
Moore 2013,NZL009,Hahei,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,136,,92,,33,,146,,9,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,
Reeves and Ward 1976,NZL009,Hahei,Source Samples,,EDXRF,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,20,,,,,,,498,6,,,,,,,,,,,,,,,,,,,,,,,227,2,105,,,,177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheppard et al 2011,NZL009,Hahei,Source Samples,,EDXRF,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,84.2,,,,,,,403.1,27.6,,,,,,,10238.7,421.5,,,,,,,,,,,40,3.5,,,132.7,3.9,93.4,2.6,,,134.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,2,,,,
Leach 1996,NZL010,Huruiki,Source Sample,,INAA,12,34000,3000,3.4,0.3,,,,,,,,,,,,,,,,,,,,,,,4.2,1,,,,,,,,,,,,,,,,,10000,2000,1,0.2,,,,,,,0.8,0.2,,,,,148.2,18.9,,,,,121.9,33.5,,,0.3,,9.6,1,566,170,33.4,3.2,57.4,6.4,30.8,5.5,,,,,6.1,0.7,0.5,0.1,8.3,4.8,0.5,0.2,4.6,2.2,1.1,2.5,,,12.4,3.6,3.4,2.3
Moore 2012,NZL010,Huruiki,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,17,,138,,37,,40,,164,,11,,,,,,442,,28,,61,,,,,,,,,,,,,,,,,,,,18,,11,,,
Moore 2012,NZL010,Huruiki,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,15,,137,,40,,38,,157,,12,,,,,,319,,49,,55,,,,,,,,,,,,,,,,,,,,16,,12,,,
Moore 2012,NZL010,Huruiki,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,17,,140,,42,,40,,156,,11,,,,,,340,,49,,61,,,,,,,,,,,,,,,,,,,,18,,13,,,
Moore 2012,NZL010,Huruiki,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,15,,141,,40,,40,,152,,11,,,,,,347,,50,,69,,,,,,,,,,,,,,,,,,,,15,,13,,,
Moore 2012,NZL010,Huruiki,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,15,,139,,41,,39,,156,,12,,,,,,362,,52,,58,,,,,,,,,,,,,,,,,,,,16,,11,,,
Moore 2012,NZL010,Huruiki,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,16,,140,,40,,39,,155,,12,,,,,,345,,67,,74,,,,,,,,,,,,,,,,,,,,17,,16,,,
Reeves and Ward 1976,NZL010,Huruiki,Source Samples,,AA and FP,11,39800,1100,3.98,0.11,,,,,,,,,,,,,,,31400,400,3.14,0.04,,,,,,,,,,,,,,,222,7,,,,,,,10200,200,1.02,0.02,,,,,,,,,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reeves and Ward 1976,NZL010,Huruiki,Source Samples,,EDXRF,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,35,,,,,,,211,11,,,,,,,,,,,,,,,,,,,,,,,228,28,41,4,,,152,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheppard et al 2011,NZL010,Huruiki,Source Samples,,EDXRF,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.2,125,,,,,,,193.4,30.9,,,,,,,7960.1,194.3,,,,,,,,,,,36.8,3.2,,,137.1,2.6,38.1,1.9,,,145.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,2.1,,,,
Reeves and Ward 1976,NZL011,Kaeo,Source Samples,,AA and FP,24,47500,1500,4.75,0.15,,,,,,,,,,,,,,,35300,800,3.53,0.08,,,,,,,,,,,,,,,585,17,,,,,,,30400,600,3.04,0.06,,,,,,,,,323,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheppard et al 2011,NZL011,Kaeo,Source Samples,,EDXRF,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.2,210.1,,,,,,,674,63,,,,,,,34727.5,927.5,,,,,,,,,,,295,11.6,,,654.3,15.3,,,,,2059.6,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,5.1,,,,
Smith et al 2003,NZL012,Macauley Island,Source Samples,,EDXRF,1,34400,,3.44,,,,,,8743.89033618658,,0.874389033618658,,,,1.45,,,,10127.725168797,,1.0127725168797,,,,1.22,,,,5454.53179769655,,0.545453179769655,,,,0.91,,1703.79204375652,,0.170379204375652,,,,0.22,,27137.4037197069,,2.71374037197069,,,,,,3.88,,,,67,,13,,22,,142,,45,,152,,1,,,,,,400,,12,,18,,,,,,,,,,,,,,,,,,,,5,,,,,
Smith et al 2003,NZL012,Macauley Island,Source Samples,,EDXRF,1,46900,,4.69,,,,,,4402.09651408014,,0.440209651408014,,,,0.73,,,,13780.3473608221,,1.37803473608221,,,,1.66,,,,3476.51477215824,,0.347651477215824,,,,0.58,,1084.23130057233,,0.108423130057233,,,,0.14,,4895.92335149352,,0.489592335149352,,,,,,0.7,,,,85,,14,,28,,141,,48,,163,,1,,,,,,428,,12,,24,,,,,,,,,,,,,,,,,,,,7,,,,,
Reeves and Ward 1976,NZL013,Maraetai,Source Samples,,AA and FP,1,33500,,3.35,,,,,,,,,,,,,,,,31200,,3.12,,,,,,,,,,,,,,,,320,,,,,,,,7800,,0.78,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheppard et al 2011,NZL013,Maketu,Source Samples,,EDXRF,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.3,278,,,,,,,327,37.5,,,,,,,8896.1,1043.9,,,,,,,,,,,32,3.7,,,132.8,18.2,89.9,9.2,,,132.8,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,4.2,,,,
Leach 1996,NZL014,Maraetai Black,Source Sample,,INAA,7,27000,4000,2.7,0.4,,,,,,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,,,,,8000,1000,0.8,0.1,,,,,,,1.1,0.2,,,,,140.1,28.8,,,,,140.5,22.5,,,0.2,0.1,5.8,1,859,221,24.4,4.1,40,1.7,16.9,3.7,,,,,3.4,0.2,0.5,0.1,3.3,0.4,0.3,0.1,3.4,0.5,0.7,0.1,,,12.8,1.5,2.7,0.3
Leach 1996,NZL014,Maraetai Red,Source Sample,,INAA,5,29000,4000,2.9,0.4,,,,,,,,,,,,,,,,,,,,,,,3.4,0.5,,,,,,,,,,,,,,,,,9000,2000,0.9,0.2,,,,,,,1.3,0.4,,,,,142.9,161,,,,,141.5,17,,,0.2,0.1,5.8,0.8,859,142,26.9,2.7,44.6,6.3,20.1,3.8,,,,,0,,0.5,0.2,3.3,1,0.3,0.1,3.6,1.1,0.8,0.1,,,13.9,2,2.9,0.2
Reeves and Ward 1976,NZL014,Maraetai,Source Samples,,EDXRF,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,28,,,,,,,336,17,,,,,,,,,,,,,,,,,,,,,,,218,5,101,5,,,143,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leach 1996,NZL015,Maratoto,Source Sample,,INAA,8,32000,1000,3.2,0.1,,,,,,,,,,,,,,,,,,,,,,,3.8,0.3,,,,,,,,,,,,,,,,,6000,1000,0.6,0.1,,,,,,,0.4,0.1,,,,,184.8,29.3,,,,,83.4,15.2,,,0.4,0.1,9.6,0.7,947,207,27.4,3.5,44.3,1.9,20,2.5,,,,,3.7,0.5,0.3,0.1,5.1,0.6,0.4,0.1,2.7,0.7,0.9,0.1,,,16.4,3,36,0.3
Moore 2013,NZL015,Maratoto,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,10,,170,,34,,27,,76,,8,,,,,,621,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
Moore 2013,NZL015,Maratoto,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,10,,168,,33,,25,,74,,8,,,,,,644,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
Moore 2013,NZL015,Maratoto,Source Sample,,EDXRF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,10,,166,,33,,24,,75,,7,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
Reeves and Ward 1976,NZL015,Maratoto,Source Samples,,EDXRF,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,50,,,,,,,318,57,,,,,,,,,,,,,,,,,,,,,,,275,7,41,5,,,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheppard et al 2011,NZL015,Maratoto,Source Samples,,EDXRF,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.3,39.1,,,,,,,294.3,22.7,,,,,,,5811.9,415.8,,,,,,,,,,,23.3,7.1,,,171.3,7,32.6,2.4,,,75.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1.8,,,,
Anderson et al 1997,NZL016,Mayor Island,Artifacts,,SEM-EDAX,3,40801.8715714747,,4.08018715714747,,,,5.5,0.26,,,,,,,,,0.23,0.02,37688.4198904412,747.127266550597,3.76884198904412,0.0747127266550597,4.54,0.09,4.54,0.09,,,1558.43765648473,59.9399098647972,0.155843765648473,0.00599399098647972,,,0.26,0.01,929.341114776284,154.890185796047,0.0929341114776284,0.0154890185796047,,,0.12,0.02,30936.4743545132,1010.48785580068,3.09364743545132,0.101048785580068,3.98,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leach 1996,NZL016,Mayor I Green,Source Sample,,INAA,10,42000,7000,4.2,0.7,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,36000,6000,3.6,0.6,,,,,,,0.5,0.1,,,,,142.6,32.5,,,,,960.4,165.8,,,0.2,0.1,4.8,1,54,34,94.7,14.6,163.3,27.7,103.1,16.1,,,,,21.6,3.7,1.9,0.1,21.5,0.4,1.6,0.1,24.2,0.2,6.2,0.2,,,16.8,1.1,4.1,0.7
Leach 1996,NZL016,Mayor I Honey,Source Sample,,INAA,5,46000,8000,4.6,0.8,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,36000,6000,3.6,0.6,,,,,,,0.6,0.1,,,,,138.7,24.8,,,,,1019.3,178.5,,,0.3,0.1,4.6,0.8,39,26,90.5,15.6,161.7,,106,18.8,,,,,20.4,3.6,1.7,0.4,19.6,5.2,1.6,0.2,23.7,3.6,5.9,1.1,,,16,2.5,3.7,0.7
Leach 1996,NZL016,Mayor I Yellow,Source Sample,,INAA,1,41000,,4.1,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,32000,,3.2,,,,,,,,0.5,,,,,,138.8,,,,,,974.7,,,,0.2,,4.4,,53,,91.3,,166.4,5.5,106.6,,,,,,20.4,,1.5,0.3,19.2,3.5,1.6,0.3,22.9,4.1,5.8,1,,,16,2.7,3.7,
Reeves and Ward 1976,NZL016,Mayor Island,Source Samples,,EDXRF,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624,23,,,,,,,946,41,,,,,,,,,,,,,,,,,,,,,,,189,2,3,1,,,916,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reeves and Ward 1976,NZL016,Mayor Island,Source Samples,,AA and FP,17,45900,900,4.59,0.09,,,,,,,,,,,,,,,35900,500,3.59,0.05,,,,,,,,,,,,,,,682,26,,,,,,,32900,600,3.29,0.06,,,,,,,,,218,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reeves and Ward 1976,NZL016,Mayor Island,Source Samples,,AA and FP,1,47100,,4.71,,,,,,,,,,,,,,,,35500,,3.55,,,,,,,,,,,,,,,,897,,,,,,,,40000,,4,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
